n,classifier,cnn,Training accuracy,Test accuracy,Training recall,Test recall,Training precision,Test precision,Training f1 Score,Test f1 Score
4154,SVMpoly,inceptionv3,100.0,86.11,99.0,87.29,86.71,85.21,85.0,85.5
4155,SVMpoly,inceptionv3,100.0,86.51,99.8,86.49000000000001,86.30999999999999,86.00999999999999,85.8,85.9
4156,SVMpoly,inceptionv3,99.9,86.71,100.0,86.09,86.11,86.41,86.2,86.1
4157,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4158,SVMpoly,inceptionv3,99.8,86.81,100.0,85.89,86.00999999999999,86.61,86.4,86.2
4159,SVMpoly,inceptionv3,100.0,86.41,99.6,86.69000000000001,86.41,85.80999999999999,85.6,85.8
4160,SVMpoly,inceptionv3,100.0,85.61,98.0,88.29,87.21,84.21,84.0,85.0
4161,SVMpoly,inceptionv3,99.0,87.61,100.0,84.29,85.21,88.21,88.0,87.0
4162,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4163,SVMpoly,inceptionv3,99.5,87.11,100.0,85.29,85.71,87.21,87.0,86.5
4164,SVMpoly,inceptionv3,100.0,86.11,99.0,87.29,86.71,85.21,85.0,85.5
4165,SVMpoly,inceptionv3,100.0,86.51,99.8,86.49000000000001,86.30999999999999,86.00999999999999,85.8,85.9
4166,SVMpoly,inceptionv3,99.9,86.71,100.0,86.09,86.11,86.41,86.2,86.1
4167,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4168,SVMpoly,inceptionv3,99.8,86.81,100.0,85.89,86.00999999999999,86.61,86.4,86.2
4169,SVMpoly,inceptionv3,100.0,86.41,99.6,86.69000000000001,86.41,85.80999999999999,85.6,85.8
4170,SVMpoly,inceptionv3,100.0,85.61,98.0,88.29,87.21,84.21,84.0,85.0
4171,SVMpoly,inceptionv3,99.0,87.61,100.0,84.29,85.21,88.21,88.0,87.0
4172,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4173,SVMpoly,inceptionv3,99.5,87.11,100.0,85.29,85.71,87.21,87.0,86.5
4174,SVMpoly,inceptionv3,100.0,86.11,99.0,87.29,86.71,85.21,85.0,85.5
4175,SVMpoly,inceptionv3,100.0,86.51,99.8,86.49000000000001,86.30999999999999,86.00999999999999,85.8,85.9
4176,SVMpoly,inceptionv3,99.9,86.71,100.0,86.09,86.11,86.41,86.2,86.1
4177,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4178,SVMpoly,inceptionv3,99.8,86.81,100.0,85.89,86.00999999999999,86.61,86.4,86.2
4179,SVMpoly,inceptionv3,100.0,86.41,99.6,86.69000000000001,86.41,85.80999999999999,85.6,85.8
4180,SVMpoly,inceptionv3,100.0,85.61,98.0,88.29,87.21,84.21,84.0,85.0
4181,SVMpoly,inceptionv3,99.0,87.61,100.0,84.29,85.21,88.21,88.0,87.0
4182,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4183,SVMpoly,inceptionv3,99.5,87.11,100.0,85.29,85.71,87.21,87.0,86.5
4184,SVMpoly,inceptionv3,100.0,86.11,99.0,87.29,86.71,85.21,85.0,85.5
4185,SVMpoly,inceptionv3,100.0,86.51,99.8,86.49000000000001,86.30999999999999,86.00999999999999,85.8,85.9
4186,SVMpoly,inceptionv3,99.9,86.71,100.0,86.09,86.11,86.41,86.2,86.1
4187,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4188,SVMpoly,inceptionv3,99.8,86.81,100.0,85.89,86.00999999999999,86.61,86.4,86.2
4189,SVMpoly,inceptionv3,100.0,86.41,99.6,86.69000000000001,86.41,85.80999999999999,85.6,85.8
4190,SVMpoly,inceptionv3,100.0,85.61,98.0,88.29,87.21,84.21,84.0,85.0
4191,SVMpoly,inceptionv3,99.0,87.61,100.0,84.29,85.21,88.21,88.0,87.0
4192,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4193,SVMpoly,inceptionv3,99.5,87.11,100.0,85.29,85.71,87.21,87.0,86.5
4194,SVMpoly,inceptionv3,100.0,86.11,99.0,87.29,86.71,85.21,85.0,85.5
4195,SVMpoly,inceptionv3,100.0,86.51,99.8,86.49000000000001,86.30999999999999,86.00999999999999,85.8,85.9
4196,SVMpoly,inceptionv3,99.9,86.71,100.0,86.09,86.11,86.41,86.2,86.1
4197,SVMpoly,inceptionv3,100.0,86.61,100.0,86.29,86.21,86.21,86.0,86.0
4198,SVMpoly,inceptionv3,99.8,86.81,100.0,85.89,86.00999999999999,86.61,86.4,86.2
4199,SVMpoly,inceptionv3,100.0,86.41,99.6,86.69000000000001,86.41,85.80999999999999,85.6,85.8
4200,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4201,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4202,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4203,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4204,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4205,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4206,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4207,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4208,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4209,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4210,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4211,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4212,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4213,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4214,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4215,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4216,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4217,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4218,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4219,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4220,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4221,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4222,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4223,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4224,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4225,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4226,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4227,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4228,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4229,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4230,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4231,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4232,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4233,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4234,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4235,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4236,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4237,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4238,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4239,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4240,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4241,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4242,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4243,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4244,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4245,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4246,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4247,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4248,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4249,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4250,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4251,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4252,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4253,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4254,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4255,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4256,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4257,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4258,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4259,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4260,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4261,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4262,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4263,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4264,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4265,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4266,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4267,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4268,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4269,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4270,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4271,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4272,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4273,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4274,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4275,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4276,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4277,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4278,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4279,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4280,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4281,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4282,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4283,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4284,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4285,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4286,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4287,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4288,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4289,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4290,BAYES,mobilenet,92.34,85.61,90.44,84.95,89.53,89.53,84.0,84.0
4291,BAYES,mobilenet,92.34,87.61,94.44,84.95,87.53,87.53,86.0,86.0
4292,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4293,BAYES,mobilenet,92.34,87.11,93.44,84.95,88.03,88.03,85.5,85.5
4294,BAYES,mobilenet,92.34,86.11,91.44,84.95,89.03,89.03,84.5,84.5
4295,BAYES,mobilenet,92.34,86.51,92.24,84.95,88.63,88.63,84.9,84.9
4296,BAYES,mobilenet,92.34,86.71,92.64,84.95,88.43,88.43,85.1,85.1
4297,BAYES,mobilenet,92.34,86.61,92.44,84.95,88.53,88.53,85.0,85.0
4298,BAYES,mobilenet,92.34,86.81,92.84,84.95,88.33,88.33,85.2,85.2
4299,BAYES,mobilenet,92.34,86.41,92.03999999999999,84.95,88.73,88.73,84.8,84.8
4300,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4301,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4302,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4303,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4304,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4305,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4306,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4307,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4308,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4309,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4310,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4311,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4312,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4313,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4314,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4315,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4316,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4317,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4318,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4319,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4320,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4321,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4322,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4323,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4324,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4325,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4326,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4327,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4328,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4329,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4330,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4331,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4332,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4333,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4334,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4335,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4336,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4337,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4338,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4339,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4340,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4341,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4342,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4343,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4344,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4345,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4346,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4347,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4348,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4349,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4350,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4351,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4352,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4353,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4354,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4355,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4356,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4357,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4358,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4359,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4360,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4361,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4362,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4363,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4364,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4365,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4366,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4367,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4368,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4369,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4370,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4371,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4372,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4373,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4374,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4375,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4376,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4377,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4378,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4379,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4380,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4381,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4382,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4383,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4384,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4385,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4386,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4387,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4388,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4389,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4390,DECISION TREE,restnet50,100.0,84.61,100.0,87.04,88.76,87.76,87.0,87.0
4391,DECISION TREE,restnet50,99.0,88.61,99.0,85.04,84.76,85.76,85.0,85.0
4392,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4393,DECISION TREE,restnet50,99.5,87.61,99.5,85.54,85.76,86.26,85.5,85.5
4394,DECISION TREE,restnet50,100.0,85.61,100.0,86.54,87.76,87.26,86.5,86.5
4395,DECISION TREE,restnet50,100.0,86.41,100.0,86.14,86.96000000000001,86.86,86.1,86.1
4396,DECISION TREE,restnet50,99.9,86.81,99.9,85.94000000000001,86.56,86.66000000000001,85.9,85.9
4397,DECISION TREE,restnet50,100.0,86.61,100.0,86.04,86.76,86.76,86.0,86.0
4398,DECISION TREE,restnet50,99.8,87.01,99.8,85.84,86.36,86.56,85.8,85.8
4399,DECISION TREE,restnet50,100.0,86.21,100.0,86.24000000000001,87.16000000000001,86.96000000000001,86.2,86.2
4400,BOOSTING,efficientNetB1,94.93,87.71,97.95,86.85,84.98,85.98,86.0,84.0
4401,BOOSTING,efficientNetB1,98.93,83.71,95.95,84.85,86.98,85.98,84.0,86.0
4402,BOOSTING,efficientNetB1,96.93,85.71,96.95,85.85,85.98,85.98,85.0,85.0
4403,BOOSTING,efficientNetB1,97.93,84.71,96.45,85.35,86.48,85.98,84.5,85.5
4404,BOOSTING,efficientNetB1,95.93,86.71,97.45,86.35,85.48,85.98,85.5,84.5
4405,BOOSTING,efficientNetB1,96.73,85.91,97.05,85.94999999999999,85.88000000000001,85.98,85.1,84.9
4406,BOOSTING,efficientNetB1,97.13000000000001,85.50999999999999,96.85000000000001,85.75,86.08,85.98,84.9,85.1
4407,BOOSTING,efficientNetB1,96.93,85.71,96.95,85.85,85.98,85.98,85.0,85.0
4408,BOOSTING,efficientNetB1,97.33000000000001,85.30999999999999,96.75,85.64999999999999,86.18,85.98,84.8,85.2
4409,BOOSTING,efficientNetB1,96.53,86.11,97.15,86.05,85.78,85.98,85.2,84.8
4410,BOOSTING,efficientNetB1,94.93,87.71,97.95,86.85,84.98,85.98,86.0,84.0
4411,BOOSTING,efficientNetB1,98.93,83.71,95.95,84.85,86.98,85.98,84.0,86.0
4412,BOOSTING,efficientNetB1,96.93,85.71,96.95,85.85,85.98,85.98,85.0,85.0
4413,BOOSTING,efficientNetB1,97.93,84.71,96.45,85.35,86.48,85.98,84.5,85.5
4414,BOOSTING,efficientNetB1,95.93,86.71,97.45,86.35,85.48,85.98,85.5,84.5
4415,BOOSTING,efficientNetB1,96.73,85.91,97.05,85.94999999999999,85.88000000000001,85.98,85.1,84.9
4416,BOOSTING,efficientNetB1,97.13000000000001,85.50999999999999,96.85000000000001,85.75,86.08,85.98,84.9,85.1
4417,BOOSTING,efficientNetB1,96.93,85.71,96.95,85.85,85.98,85.98,85.0,85.0
4418,BOOSTING,efficientNetB1,97.33000000000001,85.30999999999999,96.75,85.64999999999999,86.18,85.98,84.8,85.2
4419,BOOSTING,efficientNetB1,96.53,86.11,97.15,86.05,85.78,85.98,85.2,84.8
4420,BOOSTING,efficientNetB1,94.93,87.71,97.95,86.85,84.98,85.98,86.0,84.0
4421,BOOSTING,efficientNetB1,98.93,83.71,95.95,84.85,86.98,85.98,84.0,86.0
4422,BOOSTING,efficientNetB1,96.93,85.71,96.95,85.85,85.98,85.98,85.0,85.0
4423,BOOSTING,efficientNetB1,97.93,84.71,96.45,85.35,86.48,85.98,84.5,85.5
4424,BOOSTING,efficientNetB1,95.93,86.71,97.45,86.35,85.48,85.98,85.5,84.5
4425,BOOSTING,efficientNetB1,96.73,85.91,97.05,85.94999999999999,85.88000000000001,85.98,85.1,84.9
4426,BOOSTING,efficientNetB1,97.13000000000001,85.50999999999999,96.85000000000001,85.75,86.08,85.98,84.9,85.1
4427,BOOSTING,efficientNetB1,96.93,85.71,96.95,85.85,85.98,85.98,85.0,85.0
4428,BOOSTING,efficientNetB1,97.33000000000001,85.30999999999999,96.75,85.64999999999999,86.18,85.98,84.8,85.2
4429,BOOSTING,efficientNetB1,96.53,86.11,97.15,86.05,85.78,85.98,85.2,84.8
4430,BOOSTING,efficientNetB1,94.93,87.71,97.95,86.85,84.98,85.98,86.0,84.0
4431,BOOSTING,efficientNetB1,98.93,83.71,95.95,84.85,86.98,85.98,84.0,86.0
4432,BOOSTING,efficientNetB1,96.93,85.71,96.95,85.85,85.98,85.98,85.0,85.0
4433,BOOSTING,efficientNetB1,97.93,84.71,96.45,85.35,86.48,85.98,84.5,85.5
4434,BOOSTING,efficientNetB1,95.93,86.71,97.45,86.35,85.48,85.98,85.5,84.5
